icliente,mrr12m
T73839,2270.776656
T29465,1155.393518
T47828,511.117913
T55216,3502.62263
T60481,572.08942
T76763,118.717087
T39621,242.756473
TB2401,964.365773
T54306,327.854113
T60580,115.952745
T60589,278.073202
TA3368,105.478352
T49575,46.598077
T56562,532.499459
T98826,501.439881
T57410,165.313223
T75322,412.841395
T76679,699.858265
T62588,67.478666
T78775,2246.468666
T57445,288.875625
T61653,1224.312867
TA3867,81.814936
T50762,543.402914
T53560,2694.422323
T48395,202.519427
TA4295,322.743349
T75007,1645.837701
T92201,203.232096
T84205,106.844096
T57177,288.364152
T55737,1085.907842
TA2888,250.031493
T61949,664.351419
T37265,582.302107
T49150,67.804079
T53751,909.69906
T84888,211.78519
T47965,844.018513
T61788,497.141074
T61585,380.421974
T57095,228.770414
T76762,533.038907
T61925,1353.173846
TA2866,296.621049
T98614,135.55338
T45304,1456.042632
T54838,300.145688
T58233,737.705172
T58719,316.740652
T89937,347.928624
T84955,283.272724
TA2570,25.487555
T51925,122.036872
T62368,5178.381769
T60571,601.747454
T73774,375.876847
T51800,98.261255
T53357,5319.758694
TA3318,484.388007
T75558,621.217894
T39838,123.3146
T48228,1518.126173
T56033,6326.53683
T60726,1091.178161
T77947,429.487675
T45321,1765.207181
TB3043,370.417178
T60147,503.913202
T62498,336.685321
T61456,315.65756
TA3626,64.159619
T52685,1213.104695
T59191,236.776485
T98877,106.381693
T59297,598.990147
T84505,125.166942
TA2853,15.591056
T73807,1415.145906
T80566,819.626505
T60447,1385.36826
T74125,32.597644
TAAONL,279.14438
T54102,421.810556
T56307,1621.518253
T51646,766.214506
TA6091,328.221119
T98750,726.373355
TA2872,89.229157
T84563,357.842646
T59082,1601.982215
T56440,812.111837
TB0930,596.986782
T62600,84.396793
T38653,130.911582
T49432,656.591207
T55031,526.135493
T92086,963.950222
T48548,1357.913949
T76352,666.385981
T77335,776.871288
T57253,638.834131
T76806,3157.438939
T75573,1792.89337
TA8467,1399.251548
TA2821,204.658973
T47747,172.425926
T55024,894.833485
T58684,94.720451
T59920,611.768606
TAA655,158.048391
T98879,4422.943216
TA3750,142.684111
T53460,120.60791
T73747,14849.775091
T61086,423.508887
T76590,2046.781518
T53023,1231.605961
T53440,1285.16843
TA3425,150.038394
T76402,102.784312
T47759,680.282463
T49923,485.533553
T58234,575.833892
T75857,788.502923
T92141,214.948038
T45940,184.393795
TB3347,194.962967
T61985,493.152337
T74871,4616.548357
T73876,1268.31856
TB3946,118.524181
T53093,90.90105
T61862,959.142638
T98884,422.445903
T73765,981.568675
T84693,1002.73875
TA3952,18.345471
T74600,609.262892
T84547,476.675422
T61211,704.200447
T78381,564.314458
TB0701,308.905376
T54623,1295.429257
T57157,582.140875
T52004,18.008273
TAAMBE,511.158474
TA2668,135.435672
TA3130,311.268032
T89811,345.32088
T60275,166.915454
T60892,515.403811
TB1247,219.325748
T75437,1286.264047
T42496,1148.483401
T49747,1108.004136
T56361,699.510406
TA2900,955.444177
T53290,770.536968
T82275,1755.675912
T77617,903.012359
T58219,2131.026124
T78516,530.065983
T84228,298.418866
TAA619,2735.668788
TA2901,70.857618
T50564,130.042334
T55665,176.198142
T60409,280.101161
T62248,195.923213
TAAOI5,119.158915
TA2656,77.868847
TAABOV,482.306855
T55103,1604.8048
T79220,1487.761298
T61500,929.437643
TA2588,68.440899
T53407,1103.704567
T53664,156.911678
TAAHTY,191.072292
T79935,403.253587
T49737,474.386224
T50010,122.205082
T60224,349.481225
T77573,809.203144
T92194,99.762828
T47723,1877.537587
TB3354,146.561181
T76189,184.10412
T76472,498.95447
T74810,856.632878
TB4565,381.451279
T54430,291.146837
T62512,1325.110977
TA2551,21.070935
T73851,2853.373461
TA2869,14.31672
TAAG64,477.703415
T76764,999.808004
T84929,212.162375
T61906,364.10126
TA3030,91.598257
TB2788,424.638504
T55699,842.58804
T58681,117.331599
T52372,1409.11257
TB1665,336.522656
TA2928,73.170892
TA3155,134.33948
TA4428,465.909631
T74511,1222.579768
T62472,910.023455
TB1406,269.94682
T84225,769.657728
T44505,342.912525
T50743,963.338273
T61052,494.136661
TA2904,93.189008
T53366,2397.937088
T92154,734.356877
T96535,243.527156
T81709,187.589552
T84560,2897.631653
T84493,797.156299
TAAHZ2,25.567559
TA8241,793.320656
T52473,1470.813686
T56018,617.191544
T60625,1082.013708
T75344,546.894809
TB0789,630.006233
TA3606,63.951988
TAAHZQ,956.76293
T57105,57.610782
T84546,302.417137
T61939,3272.509875
TA2722,509.625521
T60085,2182.936605
T54337,1040.008277
TB1040,308.199339
T92121,3933.994123
T50725,1249.698658
T50843,296.681963
T61024,1703.992635
T79264,354.110881
TA2501,30.242167
T50734,1175.35264
TB3668,150.384082
T76286,1417.650415
T76474,261.166876
T77520,2465.365228
TB6687,219.532985
T55328,2402.854927
T75004,1907.786528
TA3491,109.278521
T74657,390.329667
TA3579,274.839149
TAAMHM,1092.858044
T78253,486.417962
TA2617,214.637396
T76842,1036.787436
TA3598,147.70976
TB3493,417.525922
T57215,370.629158
T60435,31.20187
T53365,1192.454799
TB2395,849.003076
TA3094,249.238318
TA3873,48.335952
TA8583,3395.761719
T78102,635.37983
TA2604,41.931418
TB1914,249.582353
T92270,1721.367542
T55970,1535.451493
T52184,3440.552175
T61210,985.969434
TA3743,108.04088
T53716,848.957224
T98600,714.566967
TA3755,213.864928
T84300,1620.484174
T84703,3764.929322
TAAKAL,257.411989
TAAJU5,256.976427
TB0151,522.959467
T54271,1347.224099
T56137,853.542026
T62310,410.377532
T78573,919.517729
TB1005,428.356991
TA3701,91.538783
TAAI74,137.336857
T58138,168.794545
T84622,1146.378434
T75306,2140.850197
TA2875,88.171553
T76342,1107.541181
T54374,108.366792
TB1652,442.558281
TA3129,180.119963
T51839,3369.859231
T52361,214.579668
T61539,2030.644981
T98720,340.962404
TA2868,161.257843
T53615,4411.478159
TB4748,168.381527
T79638,6697.034993
T78209,4707.070746
T79168,208.470859
TCAGBS,796.732213
T58124,614.034546
T75337,771.991274
TB0987,389.91895
T75282,800.297895
TA6050,3109.212145
TB1029,588.271735
T80020,553.239311
TA3513,131.647792
T77135,760.887149
TA8589,3234.638933
TB3641,249.844025
T75385,670.570334
T60633,547.840821
T55754,354.313861
TB5781,2271.412367
TA3424,548.547895
TAAGAG,229.823513
TB2715,259.980144
T80295,917.695994
TA3887,150.727904
TB2448,395.565488
T98821,1537.819884
T61094,226.475008
T55956,238.194022
T77543,826.637786
TA4208,478.114507
T53741,1741.353065
TA2879,105.066952
TB0548,304.328452
T98737,8115.057632
T84973,301.935775
TAAQTH,83.139406
TAALX9,6014.977747
TB3188,274.255774
T55117,4298.217394
T61216,467.43758
T76678,3012.04163
T84071,1218.074686
TB1067,683.489
TA6145,275.755837
TB0764,334.701975
T61126,166.400221
T84893,574.981718
T79375,940.334358
TA3434,715.014131
T76839,2609.057124
T54556,681.461694
TB1937,1734.221857
TA8402,168.810038
T53161,4751.340492
T54068,156.224123
T62391,323.076301
TA3484,137.811178
TAACDW,596.989639
T54216,641.76992
TB4814,411.729784
T84068,1123.49767
T79683,1141.24849
T81201,638.87693
TCAWXR,49.98742
T60689,259.441168
T76344,1100.116171
TB1925,497.71269
T75330,3386.070189
TA8698,304.549093
TB1823,489.714449
T84252,434.457997
TAAHZO,267.36626
T84290,642.15156
TAABP6,1811.698439
TB4835,245.052169
T77325,1246.740781
T61523,1911.160796
T74304,1844.714672
TB6431,134.260998
TAAC29,379.884373
TAAHXK,166.586785
TB2803,666.09581
TA2578,76.435935
TA4367,1466.42693
TB2562,101.959063
TA2805,118.080748
T61122,226.475008
T61662,2536.052149
T89932,823.895688
TA8471,201.234047
T57546,395.409532
TAAK07,207.867234
TB1573,624.31033
T98763,230.668958
TA0729,679.441805
TB0713,776.805616
TAAM13,185.003664
TB3288,259.943145
T56320,2379.447529
T74414,1304.132128
T77096,361.46746
T84733,782.702274
TB4410,393.507012
TAAC31,1019.578035
TB2423,51.896726
T74367,379.582261
TA2657,59.321349
T87368,30.909842
TA6052,445.473763
T79896,411.941688
T60518,912.08655
TB2942,773.327037
TAACIN,46.749135
T53360,2201.085818
T54744,481.422592
T74690,736.847169
TB2915,495.946623
TB0752,293.739013
T54263,639.25379
TB4979,48.110021
T84612,621.38356
T84857,950.257515
TA6139,595.573137
TCBSJ2,36.617429
T61712,811.314484
T83963,140.794075
TB2025,270.496715
T76973,774.771054
TAA637,141.763955
TB1951,322.957138
TA3138,1805.118258
TAAQR8,96.866898
T89935,167.250962
TB0731,697.645516
TB4903,1048.87584
T89918,143.655219
T76404,916.126298
T75442,46.197953
TCABVH,124.622704
TB2075,746.734487
TB1778,262.15082
TB3744,318.185497
TA2616,62.499717
TA6163,197.164629
TB3655,173.401534
TA3260,120.228942
T61718,309.360978
T62366,652.589371
TA2591,43.091639
TAAFXM,48.824499
T60859,0.0
TB0968,844.018052
TB1827,289.263648
TA3050,91.901726
TA2977,59.726114
TB0766,606.978166
TB0830,473.75217
TB3521,996.944249
T58645,1411.026423
T76135,2134.689921
T77178,1063.202108
T92244,592.719312
TB4764,394.630696
TAAJUJ,161.379258
TB2434,365.632757
T76192,1275.727108
TA4245,97.922411
TA3091,43.477461
TAACCT,1028.902063
T89973,771.048331
T62318,595.956236
TB2958,863.629527
TAAMB5,57.153213
T57702,1100.508902
T56626,261.253651
T75656,403.230105
TB3336,188.794264
TB1613,518.855598
T54649,239.217464
TB6695,95.181035
T84905,114.578934
T94476,127.327872
TAAHVG,168.226763
TDC06S,292.650954
T89690,4.252201
T84651,1146.79011
TB2113,434.505976
T81472,825.418218
TB1549,194.749125
TB3904,328.399543
TA6133,93.146771
TB0375,285.457629
TA2574,57.189538
TB3191,483.969402
TB5562,55.62544
T92129,665.00228
T77109,665.563917
T84433,118.680298
TCADST,65.635148
TB2095,264.850267
TB3236,331.570421
TB3918,225.244294
TA2641,51.029456
TAAK79,13561.185803
TB3756,345.687758
TAA750,737.053904
T73965,52.252099
T81649,3019.109731
TA3134,50.766104
TAAIA0,138.120961
T73755,8132.951422
TB4135,489.068358
TB2667,277.608027
TA3077,127.007678
TAAKAH,1233.982481
TB1092,249.715425
TB2014,134.876698
TB4187,57.81468
T59328,838.242225
T78646,521.414238
T77784,4453.443299
TA0704,81.280492
TB4880,349.69083
TAALXA,362.024245
TB3544,415.950161
T76719,2070.752548
TA4358,1279.176398
TA3945,163.614128
TAAOJH,246.602899
TA2770,198.633144
T75582,839.808033
TB5461,195.053484
TAAMJN,330.686549
T59673,163.147792
T76078,1136.745614
T76185,345.304532
TB3684,209.38199
TB2097,864.795871
T59077,152.846381
TC0263,471.068618
T94426,2140.376296
TA3493,67.410423
TAAJWO,144.064574
TDC0PZ,102.707406
T94480,101.74887
TA2836,91.572879
TB3207,453.451015
TA3087,56.598697
TB4652,169.607535
TB4358,216.66058
TA8052,1566.207517
TB0487,753.39857
TA2702,137.480795
TB3272,126.340663
TB6134,176.321455
TA2750,114.865767
TA3451,133.971182
T92213,266.357751
TCAH56,57.634604
TB2139,213.416717
TB3389,295.267844
TB4238,259.561803
TA4372,670.34129
TB0345,404.410027
TB4183,331.39277
TB0811,256.379355
T74015,362.884254
T84931,529.418239
TA3197,178.868177
TAAJZ3,1295.342715
T74282,1092.308264
TB4732,243.363238
TB4075,185.352598
TA8056,144.44141
TB1504,399.763552
TB1486,497.012513
TB2409,475.972205
TB4901,128.235866
T60517,1753.167381
T80088,1666.272596
T81376,482.932755
TAAHSW,434.614013
TB5814,52.213075
TB0738,1122.367384
TB4253,275.527117
T78810,491.447228
TA8260,110.375565
TAAQOT,176.442135
TB0598,559.079414
TA3098,160.567625
T76003,646.380092
TC4332,142.648791
TB0835,337.494149
T59901,681.510285
T77693,589.188901
TA2973,131.05978
TB3733,828.709313
TB2577,587.548692
T59293,40.537796
TC3843,1502.60786
TA2544,64.662473
TA3885,120.412512
TAAOLS,187.393664
TDCA4S,1523.84869
T94602,77.819705
TA3026,82.288696
TB3547,305.646068
TA6068,139.855362
TB4992,236.572373
TB4370,134.079628
TAA537,128.434767
TB0612,436.039033
TA2995,74.365913
TB4166,363.933417
TCAWHU,65.204414
TAAQPD,575.377754
TA3512,544.279604
T94555,2094.549372
TCAUD4,4145.178992
TB2217,107.52318
TB3891,155.562901
TB4788,304.185459
TB2500,158.423565
TB0902,486.502072
TB5740,155.161502
TB1362,1091.28128
T76115,516.963949
TA2621,192.353961
TA8057,76.599886
TB0134,1060.411009
T76529,3221.097208
TB5707,228.00769
TB4603,452.083758
TB1675,859.096215
TB1696,390.853962
TB2603,55.49124
TB2622,382.440155
TB6386,614.97849
T62590,67.478666
TA3789,142.380711
T92125,368.228909
TAAM36,51.950818
TC2138,144.879153
TB4028,383.223833
TB4453,415.956811
T81527,748.679146
TAA519,232.268631
TB1733,575.193849
TB1197,509.217142
TA3496,140.513528
T77119,1028.867342
TC7801,415.332191
TB1015,422.447991
T61132,256.218977
T92246,351.427174
TA3205,83.960411
TB3969,223.124381
TB3142,281.984145
T60033,223.313311
TC8325,60.707904
TA2634,74.225191
TA8520,1249.036519
TB1491,544.241979
TEWRGO,162.383449
TA2895,100.831849
TA3249,120.468021
TB4035,388.97698
TAAHWZ,156.981279
TCA219,37.380537
TB5558,220.761349
TAAJUR,405.237662
TB0925,454.835428
TA3126,123.543884
TB5367,422.233128
TD0106,205.824575
TB1339,919.300714
TAA670,634.982792
TA3658,117.756145
TCAWJ7,121.838457
TB2869,205.2652
TB4702,176.962001
TB6654,356.952217
TB5599,510.745237
TB0924,177.2032
TB6500,139.550348
TB2162,114.298031
T77788,413.605615
TA3016,322.877265
TA8436,323.142654
TB1462,283.378934
T76932,694.851963
TB6412,106.166757
TCAXST,37.548207
TB3745,161.626965
TB1856,455.779851
TB4355,440.512936
TB4090,291.36515
TB6588,64.243581
T75023,967.080667
TA4200,236.318194
T96461,525.366628
TB0123,539.356531
TCA498,203.771637
TB4511,135.033916
TB4483,248.687439
TA2614,78.730103
TAA816,223.60656
TB2359,252.080814
TB2482,221.091781
TA3585,200.14002
T89992,74.099453
TCABN5,175.336234
TB1250,574.738848
T61860,415.660511
TA3905,100.96631
TB0458,450.267195
TB4038,199.325374
TB4615,234.580873
T74380,1991.709721
TC9218,231.476647
TA2963,118.674569
TB1479,558.643564
TB2610,329.38964
TEWROI,768.915084
TA3007,39.389487
TA3529,112.913733
TB4393,380.08666
TB0791,331.725915
TCBIFX,49.079711
TB6563,127.507844
TB0594,683.673323
TB1041,413.912886
TAAHZV,2720.158758
TB6189,408.060837
TDC05E,266.063488
TB2542,276.842579
TAABM3,97.940908
TAAFRL,867.612233
TCBQC0,58.734354
TB5773,485.604248
TB5466,443.378443
TCAWV5,112.795744
TC2394,48.298763
TB1105,774.230171
TB6627,379.147369
TB2307,2056.706173
T79783,1291.090394
TA3570,54.152193
TAA672,600.14164
TB1687,471.486665
T79941,609.773833
TCAWRC,1050.394348
TD0472,472.820828
TB4390,208.424698
TB2922,375.67406
TB4808,151.135207
TB4733,151.474435
TCAN36,95.663105
T77270,129.522159
TB1557,534.64222
T96529,198.028568
TB0846,435.444277
TCBJLI,55.439177
TB5728,110.747539
TB5391,382.489223
TA3082,115.096852
TAAMHW,163.700074
TB2845,71.798542
TB3168,144.641554
TA8440,1373.146683
T98882,323.974156
TCAL80,1107.276467
TB2234,716.110574
T75794,1129.239874
TA8414,2514.716234
TB0737,2033.179447
TB4118,112.798834
TB5783,168.191843
T74865,1416.893339
TCAGYB,64.175439
TA8453,205.273566
TB2980,327.124019
TB4082,418.074479
TEXCST,79.869778
TA8483,95.746304
TA4108,520.127946
TCAKDA,2990.905304
TB1259,1077.700066
TDC0K3,26.034138
TCAUJR,102.222855
TB1169,431.994989
TB1101,474.244772
TB0799,406.483625
TB6575,542.281358
TDC0Q0,258.357593
TB4007,147.6678
TB0580,454.532396
TAAJWZ,336.333659
TD0123,204.066234
TB6054,182.17542
TCACIJ,110.044023
TD0324,511.036727
TCAYM0,64.753308
TB1418,1068.386153
TC9008,79.916116
TB3342,371.486184
T89704,126.752185
TA8480,92.444707
TAA687,426.308799
TB3237,228.968017
T92214,2645.471046
TCAXOT,105.365157
TD0505,28.142499
TB4458,734.450746
TB3111,565.213399
TC2537,240.120829
TB5520,116.113684
TCAZKM,137.663016
T78204,1312.483005
TB1574,624.31033
TA3331,808.548021
TB3163,402.394844
TD0181,2427.669736
TB5934,235.913178
TC1303,69.449663
TA3307,188.446256
TAAOL8,140.332325
TB3185,485.293294
TB4074,417.376942
TAAFYX,412.376116
TA3738,218.151123
TCBJYQ,183.745309
TB2382,168.552623
T76922,919.075962
TA8479,523.957972
TB0740,96.878539
TB5237,238.164365
TC6783,42.138657
T76264,516.559933
TCAWN0,218.266861
TB0050,241.759309
TB3390,459.055888
TB4162,547.87143
TEZCLG,142.243361
TAAONB,181.154423
TA6130,1573.892358
TCALSH,48.474679
TB1944,506.961843
TEF040,36.959343
TDC01Q,358.76281
TB2021,127.443978
TB1718,169.440212
TB2946,292.667695
TDC011,488.765736
TEVVM3,2178.26683
TB4132,313.469312
TB0715,161.077544
TB0223,679.861071
TD0306,88.289906
TCA523,218.569404
TCADJM,64.980144
TDC0DF,22.779294
TEVNVS,1097.758266
TB1720,1365.532844
TCAJZX,107.701074
TB3492,424.305553
T96702,128.478366
TAAFTK,1111.854769
TAAMGI,189.426856
TB3345,626.758445
T96704,365.958494
TCAZNL,33.982527
TDC01U,367.568071
TB4737,226.773514
TB3711,447.606163
TCAYA0,37.02515
TB6275,53.964356
TD0647,946.780658
T92127,303.607094
TB2156,831.119211
TA3508,543.629794
TB3441,188.33669
TDC087,68.277057
TB6273,140.864534
TC3698,1151.157931
TA4315,41.031449
TB1918,517.684326
TB3482,304.343585
TB4095,607.566407
TAAJVL,3130.732442
TAAHTC,1307.597809
TCBNKR,46.139715
TB2633,245.557268
T78206,1030.205582
TAAFTN,158.726982
TB1570,799.376396
TB5517,137.767002
TCAFB4,129.986826
T84331,292.290778
TD0111,135.003693
TB0547,553.834925
TB3795,576.656627
TB4228,361.301907
TEZD38,220.449368
TB1231,652.758782
TAAFVF,465.196693
TCBKBW,107.625054
TB2891,780.930857
TEVVJW,357.201079
TEVRVQ,330.782086
TB2313,538.501517
TB3429,204.404544
TB3542,196.738325
TDC01I,651.990779
TEXPR8,184.448746
TB4232,332.344129
TB1949,296.799983
TB0659,458.415178
TD0659,133.032901
TCACR1,84.576705
TCAJLC,109.384018
TDC0SJ,341.046012
TEVVM6,3698.822759
TB1739,206.638733
TCALKI,540.36499
TB4145,164.316048
T98762,350.738702
TB0901,679.85204
TAAOK8,55.022833
TB3859,825.190903
TA2531,107.317902
TCBA21,226.112175
TDC0BR,221.302101
TB5118,215.225124
TB3935,317.164323
TDC0I1,50.213903
TC0264,64.593992
TDC014,264.950373
T96701,435.77816
TB3181,328.178879
TA3573,2052.178834
TB3522,565.074293
TDC0G4,598.932613
TC8400,104.433841
TC7207,52.119423
TA9001,310.800273
TB4311,167.747641
TB4061,370.723867
TB5559,251.241854
TB1640,327.146865
TAAJUS,34.674396
TD0078,207.326888
TB3887,329.601163
T84117,393.333626
TAAK82,5373.083115
TB2186,536.733439
TB5821,142.454174
TDC0TJ,473.362838
TA2826,100.774492
TDC0X5,598.932613
TB2329,74.050947
TB5304,90.573635
TC3530,222.474275
TEZDET,34.825724
TB1398,364.916029
TAAHTU,1004.519569
TCBL46,49.156674
TB3562,615.666413
TEWP89,1200.398559
TEVVQ5,279.648699
TB2968,222.1994
TB3507,370.544441
TB4421,553.459212
TDC0I8,633.378374
TEZBBY,182.904723
TB4864,54.188906
TB2281,927.340088
TB1173,212.872735
TDC04Q,277.587198
TCAG77,148.543623
TCBHV8,2054.675925
TDC1IY,82.321389
TEWBPM,536.306555
TB2037,130.074913
TD0342,196.373713
TB4442,147.433521
TA2884,125.839862
TB3508,172.113126
TB0727,542.89859
TB4345,250.363948
TA2554,30.633152
TDC0NF,310.750588
TDC0I6,118.262638
TCBANZ,25572.089268
TB4663,237.160973
TEVP48,568.604749
TC2177,53.782749
TDC0NZ,244.501568
TA2644,100.352828
TB3209,223.498848
TB1014,374.608295
TB3925,366.415739
TDC0O9,407.138735
TCAIF7,177.958983
TCAVO6,58.19255
TAAHV1,521.15656
TB5148,174.776284
TB4846,166.646767
TC1076,263.167777
TB1950,279.815536
TB1172,300.635948
TDC41P,405.637203
TB4336,152.636922
T84301,628.520183
TB0267,129.425773
TB2268,347.802582
TB6291,64.242997
TEVVHG,4502.797401
TAAHZD,103.159971
TDC14T,335.927211
TB3721,373.153622
TB5383,326.129524
TC9518,54.618131
TEZENA,112.805423
TB1633,88.108476
TAAJXE,136.273791
TD0010,46.939779
TB3747,400.931081
TEXSKJ,181.188053
TEWA34,287.868565
TB5735,191.188189
TB3602,447.37477
TB4988,229.568634
TDC0KM,598.932613
TEZEY2,1090.97947
TB5687,702.983903
TB3971,451.720075
TB1645,933.51228
TDC29X,506.339097
TDC00T,208.140082
TDC098,379.137819
TEF163,606.341615
TEWBTY,8075.69741
TB3150,359.238589
TEWP22,1489.257678
TB4628,132.497843
TA3188,195.986611
TB3620,627.196254
TB0806,696.863195
TB5041,686.185042
TA3294,150.963676
TDC0QU,41.506135
TDC1KD,843.751881
TCBEPW,55.604744
TB4670,703.64665
TEWTWC,3219.097747
TD0290,470.594396
TEVOMQ,1081.109445
TA3502,218.700774
TB6173,181.591504
TB2397,322.400277
TB4142,34.609306
TDC0OP,598.932613
TCAIH6,38.430087
TD0142,513.205009
TB1207,265.37315
TC0975,28.306619
TB5243,85.161418
TCAXRU,52.119423
TB1978,1339.779252
TB3310,48.867254
TDCGLR,914.322162
TB4892,573.060102
T84626,338.585451
TB1292,978.1558
TB3154,110.46519
TCAATF,101.38087
TEVVPK,904.314334
TAAJZA,399.265557
TEVVQ8,972.335994
TB3789,172.113126
TB6225,360.345113
TDC0MZ,92.909849
TEZGEO,398.4763
TB1896,158.823919
TAAOFB,585.546334
TDC00W,301.840239
TB4155,194.785075
TEXVDA,168.000775
TEWBQT,318.075781
TCBIDT,144.689413
TB4910,255.480273
TB6166,136.987207
TDC0OT,161.000946
TEZGUA,359.479524
TB6143,142.209138
TB4698,170.908498
TB1663,298.870309
TEVYXQ,697.147931
TDC337,0.0
TDC0KP,106.149844
TEXSG6,75.300412
TEWOXR,478.323721
TB4332,111.113477
TEWTY5,166.798134
TB4922,340.671276
TA3374,127.391231
TB4131,212.779857
TB1380,265.734265
TB5204,2054.087169
TA4345,389.040584
TDC1JB,82.321389
TEVVV4,620.338341
TCBIRJ,203.983447
TB4951,263.916998
TEYTDZ,391.479204
TD4347,312.925832
TEVOVX,1478.410657
TA4192,482.991288
TB6365,371.55001
TB2497,101.021319
TB4463,87.138396
TDC1LS,99.689601
TCANA8,59.628914
TD0567,158.318032
TB2829,212.797581
TDC01Y,445.612212
TCABR7,38.79562
TDC0QC,96.872514
TB2496,109.992088
TB4327,497.952645
TEF181,111.767955
TB4894,252.611305
T84944,216.309633
TB1474,550.410029
TB4380,440.033389
TDC0GM,38.664277
TEWRKI,731.588599
TB0516,542.039616
TEWBIY,184.95418
TB4400,458.08447
TCAC14,51.343733
TDC0T2,315.096155
TEZH39,148.21645
TB2576,276.560972
TB0849,1107.446423
TDC04T,255.674077
TB5078,149.850099
TEYJBZ,303.963978
TEWTVL,2045.402399
TCBIEK,50.968167
TC5793,79.235354
TB6660,250.476493
TDC0P7,603.341813
TEZJBD,410.678217
TB6548,153.913152
TB4721,140.250333
TB2461,150.533664
TEWGVH,101.86033
TEVNZF,841.303595
TDC1FK,796.33798
TEXVNG,603.042621
TEWP73,87.121561
TB5023,451.652038
TEXFJ2,171.735607
TB6566,127.507844
TA3900,223.62826
TB4434,329.322003
TB1601,38.001532
TB5887,157.023612
TAAG42,2120.210425
TEF131,40.967465
TEWOWF,83.922104
TD0037,501.9309
TB5512,298.095976
TEZBQM,1845.959411
TDC164,108.06762
TEVVM1,248.890111
TB0718,378.144485
TCBG82,67.954697
TB3857,303.600703
TB4886,164.479153
TDC26R,496.49771
TCAUCX,103.932785
TDC0PH,266.058413
TB3017,352.811963
TDC0B4,12.449918
TCAWPS,448.380273
TDC1NV,1568.301899
TB2985,1140.628185
TB4577,61.733577
TEVVQC,1629.152485
TB5440,265.282963
TA2800,254.868863
TB1772,498.45541
TB4815,192.331301
TDC0T8,598.932613
TEXHTJ,190.238747
TB1056,255.399967
TEYVXH,571.967104
TB4591,39.157735
TCAG13,49.396293
TDC1P2,47.535628
TEZHDA,210.911838
TB2979,707.767498
TB1249,280.012633
TDC0BT,598.932613
TB6427,637.112895
TEZB36,937.425095
TEXPMN,145.089399
TDC9VX,1249.150993
TCAE51,48.730467
TC2735,49.058368
TDC1KP,701.453471
TEZLD6,421.67023
TC5532,129.070682
TB5056,154.096595
TB2850,319.815277
TEWTU7,152.665891
TEVVTC,412.578687
TEWRJA,832.208065
TEXYB7,67.584293
TEXCU9,838.320624
TB6503,290.488646
TEZCAC,1633.325113
TB6685,334.509938
TA8446,1362.51511
TB4508,541.944864
TB1726,433.92054
TB6074,89.039137
TB2492,625.905422
TEF203,66.841816
TEXSRY,414.224731
TD0066,105.287547
TC4460,136.441445
TEZET6,572.662232
TDC346,416.57353
TEXCRP,408.605033
TB1438,377.327134
TCBJA3,42.174673
TB3988,557.576099
TB4921,267.946962
TEVVHT,2381.445316
TDC0AZ,2.279404
TEWBP2,777.872425
TB4138,372.628381
TDC0J0,174.52836
TCAWUW,140.363563
TEVVHL,187.780002
TB3291,6141.137391
TB5152,425.331229
TEWLOI,1440.370277
TC2447,180.6937
TA2859,104.075466
TB4582,181.884092
TB5414,45.628344
TEVVMX,2073.011741
TEXPO9,95.636704
TB1833,249.193334
TEYVYZ,356.594233
TDC047,188.648341
TDC0VF,129.062301
TDC21L,382.475351
TEZJPD,900.753014
TB3895,122.394781
TB2947,219.251146
TDC0IK,277.104464
TCBOPS,19.052707
TEZBY6,505.334707
TEXSJH,1677.095611
TDCA4G,1688.872972
TCAEY2,149.940597
TC7343,50.968167
TDC9YW,1956.525197
TEZNX8,356.821311
TC7805,110.633614
TCA083,52.597612
TB3458,344.870033
TEXSPK,247.191136
TEWRKC,268.956788
TEXCN4,119.759302
TEYJAI,322.912857
TEXKLJ,2514.277514
TCAOS3,138.634211
TEZCVL,146.590365
TC2585,42.270594
TA8688,7.299397
TB4659,703.888172
TB2230,360.128433
TB6139,2271.412367
TB3552,229.528123
TEVVVO,1072.511513
TEZCO4,661.248491
TD0631,316.919916
TCAGS6,225.540801
TEZEXM,1489.943182
TEWOW7,2924.13001
TEXHX8,1235.534317
TB1475,866.243119
TD0532,123.651936
TB6240,67.780894
TB5225,313.410384
TEXY56,1355.685587
TDC0GU,2370.940787
TEWTY2,737.830131
TB4144,113.171549
TDC0SA,197.474528
TDC0X0,30.017804
TEWAA8,368.759593
TB3627,299.468438
TB5398,192.825436
TEXFB9,1833.240018
TCAGZU,134.828376
TAAOM7,254.79516
TB4671,317.82534
TB5585,170.327922
TEVVN8,852.550853
TEZEPV,203.468346
TB2138,782.265489
TEZAXU,8702.043281
TEVMBC,430.51463
TEWP74,81.076785
TEVVOI,403.810056
TEZJXE,72.482363
TB4069,456.993252
TB4287,142.611848
TDC1NE,3690.867047
TD0407,434.067442
TEZCH0,495.736711
TEXSOB,1227.443767
TEFJ34,53.782749
TDC024,91.949604
TC7935,68.85789
TEWBRK,317.168758
TEZOAL,725.152945
TCAMYE,103.860661
TD0344,315.27659
TB3495,172.109823
TEYIZV,32.1779
TEXHN8,31.124549
TEXMZ7,81.494425
TEYVWO,1374.746406
TEZB61,345.942445
TCAUPK,193.31333
TEZDEH,1039.03243
TCAW21,65.12066
TA9009,677.648824
TB4912,371.643373
